"index","Fecha","Texto","code"
669,"2021-11-11T11:34:03.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
670,"2021-11-11T11:30:19.000Z","@Repsol The two bob mob couldn’t run a bath .","{}"
671,"2021-11-11T11:26:19.000Z","🔴Simulacro en el Complejo Industrial de @Repsol  en #Puertollano 
#Jueves #ImasInformación 

https://t.co/fQhYlKVdEg","{}"
672,"2021-11-11T11:25:13.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
673,"2021-11-11T11:24:14.000Z","RT @juantdelgado: Ojo a la operación del día (y probablemente del mes): @Repsol vende a Pontegadea el 49% de su primer parque eólico. Amanc…","{'code': 'Governance', 'polarity': 'NONE'}"
674,"2021-11-11T11:22:00.000Z","Consigue aquí tu entrada: https://t.co/VNk4wwjVvg

#ConVozdeMujerSER Cartagena es patrocinado por: @regiondemurcia @CanalesTaibilla @PuertodeCtg @Repsol @grupo_lucas @LHICARSA @Alsa_autobuses @VicepresidenRM

https://t.co/cgjmRF9rOs https://t.co/KrQwnYWm4G","{}"
675,"2021-11-11T11:19:11.000Z","@mareaxenaterra @Repsol 🤣🤣🤣","{}"
676,"2021-11-11T11:18:45.000Z","@Buenrollo13 Las bombonas que me sirvieron hoy los de @Repsol 

De la capa de mierda que lleva la de la derecha, es capaz hasta de salir corriendo sola 👇🏻 https://t.co/uglpGTVLsB","{'code': 'ProductsServices', 'polarity': 'NONE'}"
677,"2021-11-11T11:18:29.000Z","@arte_ester @Repsol Creo que si las vendes como retro te pagan el doble de lo que has pagado por ellas.","{}"
678,"2021-11-11T11:18:04.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
679,"2021-11-11T11:18:00.000Z","RT @expansioncom: Amancio Ortega entra en las #renovables. Acuerdo entre @Repsol y Pontegadea, su sociedad de inversión, para asociarse en…","{}"
680,"2021-11-11T11:17:28.000Z","Ojo a la operación del día (y probablemente del mes): @Repsol vende a Pontegadea el 49% de su primer parque eólico. Amancio Ortega acaba de desembarcar en el negocio de las renovables.
https://t.co/UI2THQ3SvT","{'code': 'Governance', 'polarity': 'NONE'}"
681,"2021-11-11T11:17:04.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
682,"2021-11-11T11:16:45.000Z","@Repsol @vueling @aena https://t.co/XCArbrOXiA","{}"
683,"2021-11-11T11:16:28.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
684,"2021-11-11T11:16:14.000Z","RT @expansioncom: Amancio Ortega entra en las #renovables. Acuerdo entre @Repsol y Pontegadea, su sociedad de inversión, para asociarse en…","{}"
685,"2021-11-11T11:15:10.000Z","Amancio Ortega entra en las #renovables. Acuerdo entre @Repsol y Pontegadea, su sociedad de inversión, para asociarse en el megaproyecto eólico Delta. Ortega invertirá 245 millones. Lo cuenta @mpatinogomez en #expansioncom https://t.co/0gLiDQ4cWm","{}"
686,"2021-11-11T11:15:06.000Z","RT @arte_ester: Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mu…","{'code': 'ProductsServices', 'polarity': 'N+'}"
687,"2021-11-11T11:13:00.000Z","Me pregunto, @Repsol si el precio elevado de las bombonas también incluye la mugre de años de otros clientes.

Os cuesta mucho limpiar las bombonas antes de venderlas o tenemos que pagar el doble para no tener que manipular la suciedad de clientes anteriores? 
Tocarlas da asco 👇🏻 https://t.co/1eGXmXh3qP","{'code': 'ProductsServices', 'polarity': 'N+'}"
688,"2021-11-11T11:08:45.000Z","“La simbiosis entre #calidad e #innovación es fundamental y a Begoña Peña @Repsol le ha permitido seguir aprendiendo” así nos lo explica en #DMC2021 al recibir el galardón Líder en Calidad 2021 https://t.co/wOofuyXi3t","{'code': 'Leadership', 'polarity': 'P+'}"
689,"2021-11-11T11:08:36.000Z","RT @aec_es: ENHORABUENA Begoña Peña,gerente de innovación @Repsol por recibir el #PremioAEC Líder en Calidad y dedica este Premio a sus com…","{'code': 'Innovation', 'polarity': 'P'}"
690,"2021-11-11T11:07:53.000Z","@Repsol particularmente no lo necesito , lo necesitarán seguramente los 150 coches más menos que hay eléctricos en este pueblo según los datos del departamento de impuestos del ayuntamiento. 
De cualquier manera gracias","{'code': 'ProductsServices', 'polarity': 'NONE'}"
691,"2021-11-11T11:06:02.000Z","ENHORABUENA Begoña Peña,gerente de innovación @Repsol por recibir el #PremioAEC Líder en Calidad y dedica este Premio a sus compañeros de la #ComunidadAEC #Innovación https://t.co/VAd4ZfdcyW","{'code': 'Leadership', 'polarity': 'P'}"
692,"2021-11-11T11:05:12.000Z","RT @BrandsofSpain: #Marca: @Repsol invertirá 42 millones en instalar 610 puntos públicos de recarga #eléctrica en España y Portugal https:/…","{}"
693,"2021-11-11T11:02:49.000Z","#DMC2021 Y hacemos entrega del #PremioAEC #LíderenCalidad a Begoña Peña @Repsol https://t.co/YvkpgPkmda","{'code': 'Leadership', 'polarity': 'NONE'}"
694,"2021-11-11T11:02:46.000Z","@Repsol 👇 https://t.co/y2WqtXkV3d","{}"
795,"2021-11-10T08:24:26.000Z","@Repsol contrato luz el 24 de septiembre y a día de hoy aún estoy esperando mi contrato.
Además los precios entonces eran de 0,0859 pero veo en la web que no me lo respetan y los ponen a 0,1159
Quiero la grabación que hice el 24 de septiembre para llevaros a consumo.","{}"
796,"2021-11-10T08:24:12.000Z","RT @AlvaroXaxo: Hoy el puesto a la estafa energética es para...

@Repsol 

Que sin previo aviso te cambia el precio del contrato, de 35€ a…","{}"
797,"2021-11-10T08:18:25.000Z","@designetworking @hectorgeograph @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum Gonzalo, enorme comentario. Estoy contigo al 100%.","{}"
798,"2021-11-10T08:17:45.000Z","Hoy el puesto a la estafa energética es para...

@Repsol 

Que sin previo aviso te cambia el precio del contrato, de 35€ a 65€.

Y que si no estoy satisfecho, puerta. Pues si, ya estoy gestionando mi baja, la de mis padres y la de mi hermano.

Para oligopolio, mi familia.","{}"
799,"2021-11-10T08:12:23.000Z","RT @LadyScience_: ¡Echa un vistazo al vídeo de Lady Science! #TikTok https://t.co/TmtQ1vk7rB #nanomedicina #ladyscience @Repsol @el_pais","{}"
800,"2021-11-10T07:25:03.000Z","RT @editora: Alucinante: Viene el del gasóleo (@Gashome de @repsol en Soria) y sin ni siquiera mirar el depósito, se va corriendo diciendo…","{}"
801,"2021-11-10T07:09:45.000Z","RT @Estrategianet: Noticia de última hora: @Repsol invertirá 42 millones en instalar 610 puntos públicos de #recarga_eléctrica en España y…","{}"
802,"2021-11-10T07:08:28.000Z","@Repsol Afortunadamente después de mucho insistir logre que una empleada de esa empresa, en esta oportunidad, si lo solucionase","{'code': 'Governance', 'polarity': 'NONE'}"
803,"2021-11-10T07:05:38.000Z","#brandedcontent de @Repsol sobre textiles hechos de plástico con el armisticio de @el_pais, que se postula como defensor del #CambioClimatico pero acepta publicidad de petroleras
Otra manera de contaminar
Otro modo de #greenwashing

https://t.co/ScWKsviQUE","{'code': 'Citizenship', 'polarity': 'NEU'}"
804,"2021-11-10T02:49:01.000Z","@Iberiaexpress @AirEuropa @vueling @halconviajes @G_AntonioAfonso @hipercor @elcorteingles @VECI_Esp @AttCliente_VECI @viajescrf @CarrefourES @alcampo @CocaCola_es @pepsi @PepsiMax_Es @MAPFRE @MAPFRE_ES @Repsol @BP_plc @Shell @Toyota_Esp @ToyotaPrensa @ToyotaMotorCorp","{}"
805,"2021-11-10T01:38:44.000Z","@ddelnogal @ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG Pues yo estoy en contra de concentrar. Las ruedas pasan más tiempo paradas que rodando, ideal para AC lentos, más económicos, más ecológicos para no sobrecargar redes y viéndose en cada bolardo o cada farola se impulsaría la adopción de los VE.
DC para viajes.","{'code': 'Citizenship', 'polarity': 'NONE'}"
806,"2021-11-09T23:30:03.000Z","Invierte @Repsol cerca de 42 millones de euros en instalar 610 puntos públicos de recarga eléctrica en España y Portugal.

https://t.co/aQrI1Tx8qB 

#energía #alternativas #electricidad #eléctrica #movilidad https://t.co/JhesyQZcwL","{}"
807,"2021-11-09T23:13:09.000Z","RT @unaobviedad: Repsol creará una gran red de puntos de carga para coches eléctricos en España y Portugal https://t.co/Stx3s1ZtVd @motorpuntoes @Repsol #CochesEléctricos https://t.co/2ZYzhkkmD8","{'code': 'ProductsServices', 'polarity': 'P'}"
808,"2021-11-09T23:01:16.000Z","@IberiaBR_PT @Repsol @aena @petronor @IberiaBR_PT boa tarde, comprei 4 passagens no site da @IberiaBR_PT em 20/09/2021 e pedi o cancelamento no dia seguinte, preenchi formulário de cancelamento, mas até agora não recebi nenhum estorno.","{}"
809,"2021-11-09T22:55:38.000Z","Repsol creará una gran red de puntos de carga para coches eléctricos en España y Portugal https://t.co/rZco2o6hWr @motorpuntoes @Repsol #CochesEléctricos https://t.co/IiJfdke0vW","{'code': 'ProductsServices', 'polarity': 'P'}"
810,"2021-11-09T20:40:06.000Z","@ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC Completamente de acuerdo, creo que es mejor concentrar los puntos de carga en menos estaciones de carga, pero con más puntos y mayor potencia. El objetivo sería encontrar disponibilidad y cargar en menor tiempo.","{}"
811,"2021-11-09T20:37:55.000Z","@designetworking @hectorgeograph @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum Bizum no es una creación de empresas “rancias” españolas? Primera noticia que tengo","{}"
812,"2021-11-09T20:32:30.000Z","RT @FIELDEAS: “El #albarándigital es algo que implica tener desarrolladas herramientas como Track and Trace, que te permiten utilizarlo, as…","{}"
813,"2021-11-09T20:05:27.000Z","@hectorgeograph @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum O no. Excepto Ferrovial, que construye, las otras son meras intermedias, y están a encontrar nuevos modelos de negocios ajenos a su esencia para no ser insignificantes en 2030. No creo que sean ejemplo de futuro, por no hablar de sus techos de cristal.  ¿Cuándo una CEO?","{}"
814,"2021-11-09T19:55:19.000Z","@designetworking @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum Entiendo lo que dices. No es mi objetivo referirme a la manera en la que han llegado a ser grandes -ni tampoco sabría decirte- sino a que son grandes y venden sus productos a millones de personas. Y eso, creo, que es una oportunidad de aprendizaje y negocio para las startups.","{}"
815,"2021-11-09T19:51:52.000Z","@hectorgeograph @Repsol y @Telefonica fueron ¡#monopolios estatales!
 El primer contrato de @ferrovial_es se lo dió @renfe ¡Nació grande! 🤣 @BBVA vaga como alma en pena desde su fallida venta a @Google.
¿Mejor currar en el funcionariado privado lobbista que atreverse a crear @CARTO o @Bizum? 🤔","{}"
816,"2021-11-09T19:34:07.000Z","@1aGlobalizacion Algún día, las grandes empresas de España entenderán que ponerse de perfil o fomentar la #LeyendaNegra tarde o temprano les perjudicará muy seriamente y que cuando quieran reaccionar quizá sea demasiado tarde.

https://t.co/xvuQVOhVHd

@bbva @AnaBotin @iberdrola @Repsol @jmalvpal","{}"
817,"2021-11-09T19:34:00.000Z","RT @ForoRRHH: 🥳 Finalizamos la V #GALARRHH, felicidades a todos nuestros premiados @fatimaempleo Paula Patino @JNJNews Benito Villamarín @B…","{}"
818,"2021-11-09T19:26:02.000Z","@Milenio Claro en el mundo de sus alianzas y gerencias con @iberdrolamex @vox_es @Repsol y demás que quieren quedarse con el negocio que les representamos.
#ReformaEléctricaVa","{'code': 'Governance', 'polarity': 'NONE'}"
819,"2021-11-09T19:23:14.000Z","@OrtegaJordi Explicasaselo a @Naturgy  @Repsol no creo que esten dispuestos . 😉","{}"
820,"2021-11-09T19:22:51.000Z","@Repsol Burriana ( Catellón ) av Jaime chicharro","{}"
821,"2021-11-09T19:00:01.000Z",".@Repsol  invertirá 42,5 M€ en la instalación de 610 puntos públicos de recarga eléctrica en sus estaciones de servicio de #España y #Portugal 👉https://t.co/WQc2Hiw0qE
#Empresas #Ibex35 #Bolsa https://t.co/6mo74kgMLk","{}"
822,"2021-11-09T18:56:46.000Z","A Repsol pretende ter até ao fim de 2022 um total de mil pontos de carregamento na rede de abastecimento elétrico público. 🚗🇪🇸🇵🇹

https://t.co/uaYYsLhWiG 

@Repsol ,#carregamentos, #mobilink ,#Mobility ,#Portugal ,#Espana ,#cars ,#investissement ,#news ,#Noticia","{'code': 'Governance', 'polarity': 'P'}"
823,"2021-11-09T18:52:48.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @CotyMonteverde, Director…","{'code': 'Leadership', 'polarity': 'NONE'}"
824,"2021-11-09T18:51:22.000Z","RT @Repsol: Ya sabemos que una botella puede convertirse en una camiseta👕 pero ¿y en algo más? Descubre los avances tecnológicos aplicados…","{}"
825,"2021-11-09T18:38:14.000Z","@BCPComunica @Repsol https://t.co/DMsZbVvQeF","{}"
826,"2021-11-09T18:32:27.000Z","RT @Repsol: Ya sabemos que una botella puede convertirse en una camiseta👕 pero ¿y en algo más? Descubre los avances tecnológicos aplicados…","{}"
827,"2021-11-09T18:26:44.000Z","@Repsol carece de un buen servicio de atención al cliente para dar solución a los problemas","{'code': 'ProductsServices', 'polarity': 'P'}"
828,"2021-11-09T18:10:36.000Z","@ticky___ @InigomontoyaBit @bulldog_punk @Repsol No se pregunta a la ""Elisa Beni del transporte"" va a dejar el camión y va a dirigir @Petronor_Info el punk  me a bloqueado por pedir que se manifieste a favor de su sector.. como son los comunistas.","{'code': 'ProductsServices', 'polarity': 'NONE'}"
829,"2021-11-09T18:04:41.000Z","@Repsol Llevo desde el 3 de octubre solicitando me recojan 2 bombonas de butano que ya no necesito. Después de llamar 4 veces a Repsol y 11 veces al distribuidor para La Rioja, https://t.co/SLelR0Y2np, no he conseguido deshacerme de ellas. ¡Menudo servicio de atención al cliente!","{}"
830,"2021-11-09T18:01:14.000Z","@InigomontoyaBit @bulldog_punk @macawithchorizo @Repsol Claro que si. Y mi papá me dijo que los Reyes Magos no eran los padres.

¿Cuánto crees que caería en bolsa una petrolera si dice que frena las prospecciones porqué no queda apenas petróleo convencional?","{'code': 'ProductsServices', 'polarity': 'P'}"
831,"2021-11-09T17:43:56.000Z","@brunobocao31 @IberiaBR_PT @Repsol @aena @petronor @oficial_Anac Pior foi a atendente retornar o contato e afirmar que não pode fazer nada, sendo que o problema foi a instabilidade do próprio site deles. @proconpe @oficial_Anac","{}"
832,"2021-11-09T17:37:41.000Z","@ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC De verdad el estado tiene que financiar a empresa con miles de beneficios????","{}"
833,"2021-11-09T16:04:03.000Z","RT @laoctavadigital: #EnContexto con @rubengluengas | ""@AccionNacional se ha caracterizado por identificarse con @populares, quienes le abr…","{}"
834,"2021-11-09T15:59:34.000Z","@Iberia @Repsol Buenas tardes, estoy intentando cambiar mi fecha de vuelo a través de gestion de reserva y no puedo, necesito ayuda, he llamado pero no obtengo respuesta, gracias!","{'code': 'Governance', 'polarity': 'NONE'}"
835,"2021-11-09T15:54:14.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @Melina__Sanchez, Preside…","{'code': 'Leadership', 'polarity': 'NONE'}"
836,"2021-11-09T15:50:50.000Z","@ticky___ @bulldog_punk @macawithchorizo @Repsol Vaya estúpido, lo hacen no porque no crean que vayan a encontrar más sino porque no les es rentable. Pero haberlo haylo.","{'code': 'Performance', 'polarity': 'N'}"
837,"2021-11-09T15:31:22.000Z","@InigomontoyaBit @bulldog_punk @macawithchorizo @Repsol Guau. Mejor autozasca de la semana.
https://t.co/pcLKcXmkwu","{}"
838,"2021-11-09T15:22:41.000Z","RT @editora: Alucinante: Viene el del gasóleo (@Gashome de @repsol en Soria) y sin ni siquiera mirar el depósito, se va corriendo diciendo…","{}"
839,"2021-11-09T15:17:38.000Z","@elEconomistaes @Repsol HELP ❤️🧡💛💚💙💜 https://t.co/Zi1eirxa6Y","{}"
840,"2021-11-09T15:03:39.000Z","Au sommaire du @BiPgazpetrole 

🇪🇸 @Repsol accroît ses ambitions climatiques
🇫🇷 @ENGIEpress va céder @EQUANS_Official à Bouygues pour 7,1 mds EUR
🌍#COP26 Politique d'adaptation : le compte n'y est pas https://t.co/icGh9FHu2J","{}"
841,"2021-11-09T15:02:34.000Z","RT @fomIoT: Indesia ~> Nuevo consorcio de @Repsol, @gestamp_es, @NavantiaOficial, @Tecnicas_reun, @Telefonica, @MicrosoftES, @Airbus y @fer…","{'code': 'Performance', 'polarity': 'NONE'}"
842,"2021-11-09T15:02:28.000Z","@amonter0 @IberiaBR_PT @Repsol @aena @petronor Mesmo problema. Ninguém atende. Alô, @oficial_Anac! Muita gente reclamando que o telefone da Iberia não atende. Já tentei diversas vezes e nada!","{}"
843,"2021-11-09T15:01:13.000Z","RT @elEconomistaes: ✅Apostar por el hidrógeno renovable para descarbonizar la industria: 

👉La compañía 'Sunrgyze' espera comenzar su produ…","{'code': 'Performance', 'polarity': 'P'}"
844,"2021-11-09T14:40:14.000Z","@Repsol Desde la app y la caja de la estación no aparece ninguna opción de canje de europuntos acumulados","{'code': 'ProductsServices', 'polarity': 'N'}"
845,"2021-11-09T14:38:55.000Z","@Repsol Las dos estaciones de servicio de Tortosa (Temple y 4 camins)","{'code': 'ProductsServices', 'polarity': 'NONE'}"
846,"2021-11-09T14:30:45.000Z","RT @UniCienciaSomos: El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigac…","{}"
847,"2021-11-09T14:15:59.000Z","✅Apostar por el hidrógeno renovable para descarbonizar la industria: 

👉La compañía 'Sunrgyze' espera comenzar su producción a gran escala a partir de 2030

💡Ofrecido por @Repsol https://t.co/mSHVV4gcHV","{}"
848,"2021-11-09T14:04:16.000Z","@Jose_F_Fraile @Gashome @Repsol Más o menos es lo que hacían mis padres en este mismo piso. Metían la manguera por el taller/cochera de un vecino, pasaba por patio de la comunidad y la subían con una cuerda a la galería de la cocina. Pero nosotras vimos que era muchísimo más cómodo pasar por nuestro salón y ya.","{}"
849,"2021-11-09T14:00:06.000Z","@editora @Gashome @Repsol Me guardo la opinión sobre el individuo. En mi casa hay que meter la manguera por el garaje, pasarla de lado a lado, sacarla al patio por el laboratorio, cruzarlo y llegar al trastero. Cero problemas, incluso llaman ellos si pasa el camión preguntando si nos hace falta","{}"
850,"2021-11-09T13:48:50.000Z","@Repsol Y ya por terminar con este bochornoso asunto, deciros que contacté con el ayuntamiento y recogerán hoy los envases (si alguien no se los lleva antes del punto de recogida de residuos junto a los contenedores). Repsol ya me ha demostrado su absoluta indiferencia.","{}"
851,"2021-11-09T13:43:45.000Z","@Repsol Por cierto, la primera vez que contacté con ellos y no pasaban volví a contactar y su excusa fue ""no habrá coincidido que tuviera sitio en el camión el repartidor, tiene que coincidir"" (y yo pensando que cuando programas una recogida ya vas con sitio en el camión, ¡qué ingenuo!)","{}"
852,"2021-11-09T13:41:30.000Z","@Repsol Buenas tardes, vuestra distribuidora miente. Quedaron en llamar antes de pasar porque a la tarde no estaría en el domicilio y no llamaron, dejaron un cartón con el número de repsol para contactar. Después de eso nada de nada, que os demuestren ese supuesto intento de contactar.","{}"
853,"2021-11-09T13:39:20.000Z","RT @Repsol: ¿Sabes cuándo es momento de cambiar los discos de freno? ¡Atento porque te lo contamos! 🏍 Descubre el mejor lubricante para tu…","{}"
854,"2021-11-09T13:15:29.000Z","@IberiaBR_PT @Repsol @aena @petronor Olá @iberia_pt tento há 2 dias contato pelo telefone, em horários alternados, e ninguém atende.","{}"
855,"2021-11-09T13:13:27.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}"
856,"2021-11-09T13:12:21.000Z","RT @ElectriveCom: Gas firm @Repsol is expanding their EV fast-charging network in Spain and Portugal #Espana #Portugal #HPC #DC #FastChargi…","{'code': 'Performance', 'polarity': 'P'}"
857,"2021-11-09T13:11:43.000Z","Gas firm @Repsol is expanding their EV fast-charging network in Spain and Portugal #Espana #Portugal #HPC #DC #FastCharging https://t.co/4ZZ0wV1pk0","{'code': 'Performance', 'polarity': 'P'}"
858,"2021-11-09T13:06:09.000Z","@mmrdeveloper @masters_teasers @Repsol Más fácil seguro que habrá más de 30k de taxistas pensando en un EV que ahora mismo repostan con Repsol y no han recibido info de estaciones de carga de ellos ...yo pregunté en la mía y todavía no saben na","{'code': 'Governance', 'polarity': 'P'}"
859,"2021-11-09T13:03:08.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}"
860,"2021-11-09T13:01:55.000Z","#LowCarbonNews: @Repsol will invest €2.5 billion to boost renewable hydrogen &amp; plans to have an electrolyser capacity of 1.9 GW by 2030, aiming to become the Iberian Peninsula's market leader. The details of this commitment are here ➡️ https://t.co/v6JknHYW4R","{}"
861,"2021-11-09T12:58:05.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}"
862,"2021-11-09T12:57:24.000Z","RT @allendearquitec: Edificio General Lacy 23. Sede @Repsol Electricidad y Gas. Madrid 2019 @allendearquitec 
LaSalle Investment Management…","{}"
863,"2021-11-09T12:42:23.000Z","Este mes he pagado la factura de luz mas baja de los últimos 10 años. No sé si será la bajada de impuestos o q mi comercializadora es más barata. No me pagan ni me patrocinan pero los nombro @Repsol pq he flipado, de hecho creía q era la factura del gas","{}"
864,"2021-11-09T12:41:18.000Z","RT @UniCienciaSomos: El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigac…","{}"
865,"2021-11-09T12:28:08.000Z","@ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC En mi pueblo , casi 2 años instalando y sin funcionar , de 50kw por cierto 
Pasan a estar obsoletos sin ni siquiera ponerse en funcionamiento 
Pa mear y no echar gota 💧😆 https://t.co/Hn71JcPxGo","{}"
866,"2021-11-09T12:10:04.000Z","RT @Carlossainz55: A ver @SergioRamos @andresiniesta8  que yo también le saco la lengua a la muerte súbita! Compra #Pirulate en @elcorteing…","{}"
867,"2021-11-09T12:03:41.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}"
868,"2021-11-09T12:03:05.000Z","RT @mmrdeveloper: @masters_teasers Por qué será q cada cierto tiempo veo las mismas noticias una y otra vez pero con distintas fechas objet…","{}"
869,"2021-11-09T11:48:38.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}"
870,"2021-11-09T11:48:29.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}"
871,"2021-11-09T11:42:00.000Z","@ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC Y por favor piensen en “TODOS” 
Si los PDRs no son accesibles para su uso por las personas con movildad reducida ♿️. La movilidad eléctrica será discriminatoria 
#PDRACCESIBLES","{}"
872,"2021-11-09T11:38:15.000Z","RT @greenwashberlin: @ESGFIRE $HYPRO is a must have 👏 EV / sales 2022 $NEL 22,3 vs 1,8 $HYPRO. Big partners like Mitsubishi @MHI_Group and…","{}"
873,"2021-11-09T11:07:14.000Z","RT @iturriaga_sara: Planta todos los árboles que quieras, pero no me insultes.
#greenwashing
@ZurichSeguros
@TuIberdrola
@Repsol","{}"
874,"2021-11-09T11:06:51.000Z","@ESGFIRE $HYPRO is a must have 👏 EV / sales 2022 $NEL 22,3 vs 1,8 $HYPRO. Big partners like Mitsubishi @MHI_Group and @Repsol are the key.

$plug $fcel $itmpf $be $nkla $hyzn $htoo $adn $nllsf","{}"
875,"2021-11-09T11:05:00.000Z","Consigue aquí tu entrada: https://t.co/VNk4wwjVvg

#ConVozdeMujerSER Cartagena es patrocinado por: @regiondemurcia @CanalesTaibilla @PuertodeCtg @Repsol @grupo_lucas @LHICARSA @Alsa_autobuses @VicepresidenRM

https://t.co/QUbZWK5fhJ","{}"
876,"2021-11-09T11:01:47.000Z","✈️.@Repsol e @Iberia han realizado el primer vuelo con #biocombustible producido en España a partir de resi­duos. El vuelo ha realizado también una aproximación ‘verde’, una operación que mejora la eficiencia en el consumo 

🔗👉https://t.co/If3RrzltS6 https://t.co/vF0HQucSri","{}"
877,"2021-11-09T11:01:13.000Z","@masters_teasers Por qué será q cada cierto tiempo veo las mismas noticias una y otra vez pero con distintas fechas objetivo conforme pasa el tiempo? 🤔 2022, 2023, 2024,2025… @Repsol hay voluntad REAL de hacerlo ahora o simplemente es ofrecer una cara “verde” de vuestro negocio?","{}"
878,"2021-11-09T11:00:01.000Z",".@Repsol  invertirá 42,5 M€ en la instalación de 610 puntos públicos de recarga eléctrica en sus estaciones de servicio de #España y #Portugal 👉https://t.co/WQc2Hiw0qE
#Empresas #Ibex35 #Bolsa https://t.co/av7J46hyzS","{}"
879,"2021-11-09T10:45:00.000Z",".@Repsol to expand its complex in Sines (Portugal) for 657M€, the largest industrial investment in the country in the last decade. It has been considered by the Portuguese government as an initiative of Potential National Interest https://t.co/5hrFDJFtte https://t.co/OXGZRBeadw","{'code': 'Performance', 'polarity': 'P'}"
880,"2021-11-09T10:42:35.000Z","@Bankinter
@ArcelorMittalES
@Naturgy
@Repsol
IAG
@amadeusESP 
Viscofan
@siemens_es
@Fluidra
Grifols
@ColonialOficina","{}"
881,"2021-11-09T10:27:05.000Z","📢JORNADA TÈCNICA MUNICIPIS I QUALITAT DE L'AIRE Organitza l'Observatori de la Qualitat de l’Aire del Camp de Tarragona @Repsol @aeqtonline
🗓️10 de novembre
⏰10h
✍️Inscripcions 👉 https://t.co/s4GNhIOQPC 
📍Online https://t.co/IZqtmdA1SA","{'code': 'Citizenship', 'polarity': 'P'}"
