"","X","Fecha","Texto","code","index","Polaridad"
"1432",32,"2021-12-01T19:01:26.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1433",33,"2021-12-01T18:31:58.000Z","RT @MediageCom: 🚘El @Toyota_Esp Hilux de @isidre_esteve y el equipo @repsol Rally Team ya han completado los procedimientos previos al emba…","{}",NA,""
"1434",34,"2021-12-01T18:30:30.000Z","RT @MediageCom: 🚘El @Toyota_Esp Hilux de @isidre_esteve y el equipo @repsol Rally Team ya han completado los procedimientos previos al emba…","{}",NA,""
"1435",35,"2021-12-01T18:24:00.000Z","#asesoria y #cursos en manejo, control de derrames y remediacion en la industria petrolera y minera. Inf energia@cmpc-consult.com @Chevron @exxonmobil @Pemex @Shell @ECOPETROL_SA @Refidomsa @Repsol @Total @RosneftEN @PDVSA @PequivenSA @eni @TenarisTamsa @EquinorASA @EcoMineriaVE https://t.co/FMGITyXhnX","{}",NA,""
"1436",36,"2021-12-01T18:22:34.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1437",37,"2021-12-01T17:38:19.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1438",38,"2021-12-01T17:32:22.000Z","RT @iCODA_tech: Alianza entre @Repsol , @Naturgy  y @Reganosa : construirán 21 plantas para producir #biogas con purines en #Galicia

@Gali…","{}",NA,""
"1439",39,"2021-12-01T17:28:57.000Z","Alianza entre @Repsol , @Naturgy  y @Reganosa : construirán 21 plantas para producir #biogas con purines en #Galicia

@GaliciaED_ 

https://t.co/H7e4vkhIMZ","{}",NA,""
"1440",40,"2021-12-01T17:11:04.000Z","RT @CorunaP: Torm Tevere entrando en @PuertoACoruna para cargar nafta en @Repsol https://t.co/E90hp3Qter","{}",NA,""
"1441",41,"2021-12-01T17:08:34.000Z","RT @CorunaP: Torm Tevere entrando en @PuertoACoruna para cargar nafta en @Repsol https://t.co/E90hp3Qter","{}",NA,""
"1442",42,"2021-12-01T16:50:30.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1443",43,"2021-12-01T16:50:28.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1444",44,"2021-12-01T16:47:44.000Z","RT @ABB_Spain: 🏆ABB y el @csostenibilidad premian las mejores prácticas en digitalización en los ABB Ability™ Digital Awards. ¡Enhorabuena…","{}",NA,""
"1445",45,"2021-12-01T16:46:39.000Z","RT @ABB_Spain: 🏆ABB y el @csostenibilidad premian las mejores prácticas en digitalización en los ABB Ability™ Digital Awards. ¡Enhorabuena…","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1446",46,"2021-12-01T16:45:54.000Z","RT @Pensumo: Pensumo, entre las mejores prácticas en #digitalización junto a @CocaColaEP_es y @Repsol 
Premios @ABBDigital 
https://t.co/I6…","{'code': 'ProductsServices', 'polarity': 'P+'}",NA,""
"1447",47,"2021-12-01T16:45:39.000Z","RT @Pensumo: Nuestro proyecto @y_recicla ganador en la categoría de #pyme #startup de los premios  @ABB_Spain #AbilityDigitalAwards
Enhorab…","{}",NA,""
"1448",48,"2021-12-01T16:44:42.000Z","RT @ABB_Spain: 🏆ABB y el @csostenibilidad premian las mejores prácticas en digitalización en los ABB Ability™ Digital Awards. ¡Enhorabuena…","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1449",49,"2021-12-01T16:37:06.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1450",50,"2021-12-01T16:36:46.000Z","RT @RedCatedrasUpct: @fuentealamo
@AytMolinaSegura
@Cajamar
@COEC_es 
@cmvcaridad 
@Cartagenatrack 
@dosfarma 
@Emerson_News 
@EMITEIngenie…","{}",NA,""
"1451",51,"2021-12-01T16:30:00.000Z","La #electromovilidad camina a paso lento pero firme. Se calcula que el 53% de la población deberá utilizar un coche de bajas emisiones o electrificado en 2023. Compañías como @Repsol, @iberdrola  o @Endesa llenarán  España de puntos de recarga https://t.co/mMhJUXWotE","{}",NA,""
"1452",52,"2021-12-01T16:19:38.000Z","RT @_wicuf: @Repsol 5ª vez que hago el pedido y nada. @Repsol se está luciendo. ¿Tener un contrato de suministro y aflojar pasta por la rev…","{}",NA,""
"1453",53,"2021-12-01T16:15:06.000Z","🚘El @Toyota_Esp Hilux de @isidre_esteve y el equipo @repsol Rally Team ya han completado los procedimientos previos al embarque en el puerto de Marsella, la 1ª “etapa” dakariana. 
▶️Así fue y estas son las sensaciones del piloto ilerdense #Dakar #Dakar2022 #Marseille #RallyDakar https://t.co/vjlrQl39cm","{}",NA,""
"1454",54,"2021-12-01T16:14:36.000Z","@Repsol cuando está mañana me habéis pedido el dni, era con intención de ayudarme de verdad o solo de cara a la galería y que la gente viese algún tipo de interés? Por que han pasado 6 ó 7 horas y aún nada de nada","{}",NA,""
"1455",55,"2021-12-01T15:43:02.000Z","RT @Pensumo: Pensumo, entre las mejores prácticas en #digitalización junto a @CocaColaEP_es y @Repsol 
Premios @ABBDigital 
https://t.co/I6…","{'code': 'ProductsServices', 'polarity': 'P+'}",NA,""
"1456",56,"2021-12-01T15:37:14.000Z","RT aeqtonline ""SECTOR | Patrocinats per @Repsol, els premis IMET celebren 10 anys en una gala al Teatre Tarragona. Hi ha 4 categories de premis: educació infantil de primer cicle, educació infantil de segon cicle, educació primària i educació especial.
https://t.co/ZG0DGbuseH""","{}",NA,""
"1457",57,"2021-12-01T15:17:46.000Z","RT @mellitus_87: Esto es una queja a @clipagas, Pero también quiero quejarme a @repsol por dejar que las empresas de reparto de su producto…","{'code': 'ProductsServices', 'polarity': 'N'}",NA,"2"
"1458",58,"2021-12-01T15:17:30.000Z","RT @gri_divine: @MiAbuelaModerna @Repsol Somos vecinos, 08018 y el 08005 estan juntos, reparte Clipagas. Dile a la señora que el bombona cu…","{}",NA,""
"1459",59,"2021-12-01T15:17:15.000Z","@Repsol Es posible conseguir en la calle, a precios especulativos, la misma bombona que clipagas debe proveer a precios regulados. ¿Tiene ese fenómeno un nombre distinto a Mercado Negro? ¡Quizá pueden hacer un ejercicio lingüístico y acuñar algún eufemismo! https://t.co/o5XAtIMzQR","{}",NA,""
"1460",60,"2021-12-01T15:11:21.000Z","RT @gri_divine: @tsunamiveinal @Repsol @bcn_ajuntament @nueva_tapia @Parc_Llacuna @BcnHopegs Ahora tenemos que dar voz a los mas débiles a…","{}",NA,""
"1461",61,"2021-12-01T15:11:07.000Z","RT @Sinfilt49208557: Hola @repsol y @clipagas en @poblesec estamos cansados de la extorsión que hacen los repartidores de @butano recojer l…","{}",NA,""
"1462",62,"2021-12-01T15:09:21.000Z","@Repsol ¿Cómo funciona el mercado negro del butano regulado? ¿Quiénes son sus principales actores? Si es posible comprarlo en la calle a precios especulativos, pero ustedes no lo proporcionan cuando los ciudadanos lo solicitan, ¿hay un mercado negro, o no?","{}",NA,""
"1463",63,"2021-12-01T15:08:02.000Z","@Repsol Adivinen quien no ha recibido ninguna comunicación después de la mediación del twitter de @Repsol . Hoy hace dos meses que contratamos la luz y sin noticias hasta hoy.","{'code': 'Governance', 'polarity': 'NONE'}",NA,"3"
"1464",64,"2021-12-01T15:06:12.000Z","RT @CorunaP: Torm Tevere entrando en @PuertoACoruna para cargar nafta en @Repsol https://t.co/E90hp3Qter","{}",NA,""
"1465",65,"2021-12-01T15:02:13.000Z","SECTOR | Patrocinats per @Repsol, els premis IMET celebren 10 anys en una gala al Teatre Tarragona. Hi ha 4 categories de premis: educació infantil de primer cicle, educació infantil de segon cicle, educació primària i educació especial.
https://t.co/KBhpNbd9Bo","{}",NA,""
"1466",66,"2021-12-01T14:56:43.000Z","Torm Tevere entrando en @PuertoACoruna para cargar nafta en @Repsol https://t.co/E90hp3Qter","{}",NA,""
"1467",67,"2021-12-01T14:52:18.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1468",68,"2021-12-01T14:36:40.000Z","@escarabajoTVE @la2_tve @aena @Repsol @Mijoler @zeroportbcn @amturiel @mitmagob @pmunoznieto @ecologistas Lo más probable que en 10 años tengamos el mismo número de vuelos que 1960 con aerolíneas estatales en las cuál volaran los ricos y la gente que necesite mover el estado","{'code': 'Performance', 'polarity': 'P'}",NA,"4"
"1469",69,"2021-12-01T14:36:36.000Z","@IberiaBR_PT @Repsol @aena @petronor https://t.co/tD3DGebZ8X","{}",NA,""
"1470",70,"2021-12-01T14:35:30.000Z","@Repsol 5ª vez que hago el pedido y nada. @Repsol se está luciendo. ¿Tener un contrato de suministro y aflojar pasta por la revisión sirve para esto??? Es inaceptable. @facua","{}",NA,""
"1471",71,"2021-12-01T14:29:08.000Z","RT @Repsol: ¡Tu moto ya cuenta con un lubricante a la altura de las mejores! Una gama campeona en competiciones oficiales con la máxima cal…","{}",NA,""
"1472",72,"2021-12-01T13:47:44.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1473",73,"2021-12-01T13:26:52.000Z","RT @IPRightsIntl: In La Guajira, we developed the processes of prior consultation in Wayúu communities and impact studies to #HR prior to e…","{'code': 'Citizenship', 'polarity': 'P'}",NA,"4"
"1474",74,"2021-12-01T13:26:49.000Z","In La Guajira, we developed the processes of prior consultation in Wayúu communities and impact studies to #HR prior to entering the territory. This allowed us to understand the relationship with the territory and community dynamics. -Patricia Lagos, @Repsol","{}",NA,""
"1475",75,"2021-12-01T13:23:25.000Z","RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…","{'code': 'Governance', 'polarity': 'N'}",NA,"2"
"1476",76,"2021-12-01T13:10:36.000Z","@fuentealamo
@AytMolinaSegura
@Cajamar
@COEC_es 
@cmvcaridad 
@Cartagenatrack 
@dosfarma 
@Emerson_News 
@EMITEIngenieria 
@estrellalevante 
@Hidrogea
@IndraCompany 
@KoneryEE 
@NavantiaOficial 
@ENCAMINA 
@ODILO_ES
 @NavantiaOficial 
@PadillaFireDoor
@PuertodeCtg
@Repsol
@SABIC","{}",NA,""
"1477",77,"2021-12-01T12:28:30.000Z","La @ComisionEuropea ha presentado 750 proyectos innovadores de inversión en hidrogeno renovable. @Repsol participa en 4. Hace unos días anunció una inversión de más de 1.100 millones en 7 proyectos con cargo al Fondo de Innovación. @Repsol participa en uno de ellos. Seguimos!","{}",NA,""
"1478",78,"2021-12-01T12:20:03.000Z","@TalgoGroup @RailLiveMadrid @Repsol Estoy deseando verlos y probarlos. Gran trabajo @TalgoGroup","{}",NA,""
"1479",79,"2021-12-01T12:09:08.000Z","RT @Marcos_Fraga_G: Buenos días #Diciembre2021 Buenos días @Repsol ¿Qué nos deparará el último mes del año del #AsaltoCapitolio #CrisisMigr…","{'code': 'Performance', 'polarity': 'NONE'}",NA,"3"
"1480",80,"2021-12-01T11:46:55.000Z","@escarabajoTVE @amturiel @la2_tve @aena @Repsol @Mijoler @zeroportbcn @mitmagob @pmunoznieto @ecologistas Y con que petróleo?","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"1481",81,"2021-12-01T11:37:49.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1482",82,"2021-12-01T11:36:32.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1483",83,"2021-12-01T11:31:05.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1484",84,"2021-12-01T11:30:24.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1485",85,"2021-12-01T11:09:02.000Z","La fiscalista del Tribunal Supremo @SusanaBokobo propone al mundo en inglés un método justo (FAIRNESS) para resolver problemas fiscales e internacionales, dado que la corrupción sistémica destruye países. Viene de @FMInoticias , @ONU_es , @TAMU y @Repsol
https://t.co/HGttQWpp4E https://t.co/JO7KopBzSQ","{}",NA,""
"1486",86,"2021-12-01T11:05:17.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1487",87,"2021-12-01T10:59:40.000Z","RT @3DPrinting_Des: ¿Por qué @Repsol ha apostado por pellets de impresión 3D? la impresora #3D Tumaker NX Pro de pellets permite un método…","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"1488",88,"2021-12-01T10:59:01.000Z","RT @3DPrinting_Des: ¿Por qué @Repsol ha apostado por pellets de impresión 3D? la impresora #3D Tumaker NX Pro de pellets permite un método…","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"1489",89,"2021-12-01T10:55:15.000Z","😂Para la Región 😂😂 Ya verás cuando @yolandaAPC @NoeliaArroyoHer @MCdeCartagena  decidan impulsar los elementos navideños en Cartagena. Eso va a ser un símbolo pero no regional, no, será a nivel navional. Y además con la colaboración de @Repsol Cartagena https://t.co/euOG7Kidmj","{}",NA,""
"1490",90,"2021-12-01T10:46:08.000Z","RT @ABB_Spain: 🏆ABB y el @csostenibilidad premian las mejores prácticas en digitalización en los ABB Ability™ Digital Awards. ¡Enhorabuena…","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1491",91,"2021-12-01T10:42:12.000Z","RT @escarabajoTVE: Las ampliaciones previstas en aeropuertos abren el debate sobre el impacto de estas infraestructuras y la sostenibilidad…","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1492",92,"2021-12-01T10:41:52.000Z","RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…","{'code': 'Governance', 'polarity': 'N'}",NA,"2"
"1493",93,"2021-12-01T10:39:53.000Z","RT @JuanCharles1972: Y @eSFeraluzes d la mano d @NexusEnergia insiste en cobrarme, aún dándoles la información d sus fallos, por INCOMPETEN…","{}",NA,""
"1494",94,"2021-12-01T10:37:41.000Z","Ayer estuvimos en el complejo @Repsol de Puertollano, haciendo extracciones durante toda la mañana.
Gracias a tod@s los que lo hicisteis posible. #donasangre #donavida https://t.co/dVRSKgWNk9","{}",NA,""
"1495",95,"2021-12-01T10:35:57.000Z","#SomosFUTURO | El impresionante mundo de las prótesis que va a cambiar nuestro día a día. Y otros avances que hasta ahora solo veíamos en el cine https://t.co/jHUwdRv0Jt

Patrocinado por @Repsol https://t.co/PPpA8M8Ojk","{}",NA,""
"1496",96,"2021-12-01T10:17:33.000Z","¿Por qué @Repsol ha apostado por pellets de impresión 3D? la impresora #3D Tumaker NX Pro de pellets permite un método de producción que se amolda a la perfección a su visión de creación de nuevos materiales más sostenibles y eficientes. Más en https://t.co/dOYGh5SaDh @It3dgroup","{'code': 'ProductsServices', 'polarity': 'NONE'}",NA,"3"
"1497",97,"2021-12-01T10:00:01.000Z","🏆ABB y el @csostenibilidad premian las mejores prácticas en digitalización en los ABB Ability™ Digital Awards. ¡Enhorabuena a los ganadores @CocaColaEP_es, @Repsol @Pensumo y @oiartzunudala! Conoce sus proyectos en esta noticia
https://t.co/HTx8p3B8k7 https://t.co/S0vZeQeDju","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1498",98,"2021-12-01T09:52:07.000Z","RT @MicrosoftES: Han pasado ya 9 meses desde que anunciamos la ampliación de nuestro acuerdo de colaboración estratégica con @Repsol para a…","{}",NA,""
"1499",99,"2021-12-01T09:48:49.000Z","Han pasado ya 9 meses desde que anunciamos la ampliación de nuestro acuerdo de colaboración estratégica con @Repsol para acelerar en #InnovaciónDigital y #TransiciónEnergética. ¡Cuántas cosas se han logrado desde entonces!: https://t.co/JsDx3JS1dC","{}",NA,""
"1500",0,"2021-12-03T01:13:43.000Z","@curro_lucas @Repsol ¡Muy excelente!","{}",NA,""
"1501",1,"2021-12-03T01:00:01.000Z",".@Repsol  vuelve a su intención de desinvertir el 25% de su filial de #renovables con una valoración de 4.000 M€ 👉 https://t.co/XjNncMSM1U
#Empresas #España #Ibex35 #Bolsa https://t.co/B7o8FQiWVh","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1502",2,"2021-12-02T23:22:19.000Z","Enhorabuena a todos los premiados en #EficienciaEnergética y #sostenibilidad #GalaA3E 
Grupo TECSA
@la_Mutua 
@IFEMA 
@emvsmadrid 
@Switching_C @zaragoza_es 
ENGIE
@Repsol 
Cristina Aragón Malo
Diego Fernández Chéliz
@thepredictiveco 
@hobeen_es 
Rocío Fernández Artime https://t.co/5B43rPzNMJ","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1503",3,"2021-12-02T23:17:45.000Z","@curro_lucas @Repsol Si ese mismo, Gracias ... Por acá están asfaltando las calles y por el hecho de asfaltar sobre asfaltado, la altura de calzada de las aceras se está minimizando.","{}",NA,""
"1504",4,"2021-12-02T23:11:07.000Z","RT @int_instalador: Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a lo…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1505",5,"2021-12-02T20:58:39.000Z","@fcoconcha1 @Repsol Te refieres a esto, Francisco?

https://t.co/uYrnj5ZOZl","{}",NA,""
"1506",6,"2021-12-02T20:41:42.000Z","RT @disruptores_inn: 🥇ENTREGAMOS LOS PREMIOS @disruptores_inn #InnovationAwardsDI. Turno para el mejor CIO del año. Y el galardonado es… Va…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1507",7,"2021-12-02T20:31:50.000Z","RT @Energia_de_Hoy: Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a lo…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1508",8,"2021-12-02T20:27:27.000Z","RT @Repsol: ¿Sabes cada cuánto hay que cambiar el líquido de frenos? 💧🛵 ¿Y sabrías si es diferente cuando son motos de competición? 🏍🏁 Desc…","{}",NA,""
"1509",9,"2021-12-02T20:21:18.000Z","RT @Energia_de_Hoy: Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a lo…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1510",10,"2021-12-02T20:21:12.000Z","RT @int_instalador: Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a lo…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1511",11,"2021-12-02T20:19:26.000Z","Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a los premiados!!
@zaragoza_es, Cristiana Aragón, @emvsmadrid, #Engie, Grupo Tecsa, 
@hobeen_es @IFEMA @la_Mutua @Repsol @thepredictiveco https://t.co/Se96CJ8Jgu","{}",NA,""
"1512",12,"2021-12-02T20:18:42.000Z","Ya conocemos los ganadores de los VIII Premios Eficiencia Energética y Sostenibilidad de @Asociacion3e Enhorabuena a los premiados!!
@zaragoza_es, Cristiana Aragón, @emvsmadrid, #Engie, Grupo Tecsa, 
@hobeen_es @IFEMA @la_Mutua @Repsol @thepredictiveco https://t.co/gtThk671Ur","{}",NA,""
"1513",13,"2021-12-02T19:57:25.000Z","@curro_lucas @Repsol ¿En cierta ocasión usted pasó un articulo acerca del reciclado del asfalto, una máquina  que retiraba el asfalto antiguo, lo acumulaban y la trasladaban a una planta  donde le agregaban un Rs-2, se podría conseguir ese artículo?","{}",NA,""
"1514",14,"2021-12-02T19:54:46.000Z","@disruptores_inn @Repsol Enhorabuena, Valero. Well deserved.","{}",NA,""
"1515",15,"2021-12-02T19:51:45.000Z","@Repsol Igual vendéis aceite de motor que transición energética.","{'code': 'Governance', 'polarity': 'NONE'}",NA,"3"
"1516",16,"2021-12-02T19:45:25.000Z","RT @escarabajoTVE: Los conflictos medioambientales y sociales que generan las ampliaciones aeroportuarias no sólo existen en España.👉 ""Vola…","{'code': 'Citizenship', 'polarity': 'N'}",NA,"2"
"1517",17,"2021-12-02T19:45:23.000Z","RT @escarabajoTVE: Los conflictos medioambientales y sociales que generan las ampliaciones aeroportuarias no sólo existen en España.👉 ""Vola…","{'code': 'Citizenship', 'polarity': 'N'}",NA,"2"
"1518",18,"2021-12-02T19:44:12.000Z","RT @ateb_es: D. Francisco Lucas @curro_lucas de @Repsol impartió la Conferencia Magistral: ♻""#ECONOMÍACIRCULAR APLICADA A LAS EMULSIONES BI…","{}",NA,""
"1519",19,"2021-12-02T19:26:54.000Z","A @Repsol  entregou um cheque à Associação Aldeias de Crianças SOS Portugal.

https://t.co/w8xfuVEaUw 

#Repsol ,#chequeenergie ,#Sines, #investimento ,#Economia ,#Economics ,#economy ,#Economic ,#empresas ,@aldeiassos ,#associacao, #criancas, #Toquio, #Galp, #litio","{}",NA,""
"1520",20,"2021-12-02T19:08:46.000Z","RT @ateb_es: D. Francisco Lucas @curro_lucas de @Repsol impartió la Conferencia Magistral: ♻""#ECONOMÍACIRCULAR APLICADA A LAS EMULSIONES BI…","{}",NA,""
"1521",21,"2021-12-02T19:02:36.000Z","RT @DarrylKWillis: It’s great to see our partnership with @Repsol progress with new products to reduce #energy consumption in their industr…","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1522",22,"2021-12-02T19:01:28.000Z","D. Francisco Lucas @curro_lucas de @Repsol impartió la Conferencia Magistral: ♻""#ECONOMÍACIRCULAR APLICADA A LAS EMULSIONES BITUMINOSAS""♻ 

""Nuestro planeta se enfrenta a desafíos demográficos, ambientales y energéticos"" 

Puedes verla íntegramente aquí: https://t.co/TfOrJBYVkv https://t.co/CkDGKS3F7N","{}",NA,""
"1523",23,"2021-12-02T18:44:10.000Z","RT @DrFranGarcia: I interviewed this morning Dr González (@Avantium) and PhD student @CollLarkin12 (@EdinburghChemE &amp; @Repsol)! Thank you s…","{}",NA,""
"1524",24,"2021-12-02T18:38:35.000Z","Una gran alegría ver a Valero Marín, de @Repsol, recibiendo wl premio a mejor CIO del año de @disruptores_inn . #innovationawardsDI. En @SalesforceES estamos orgullosos de formar parte de la estrategia digital de una empresa tan emblemática e innovadora. https://t.co/wdPOuG9tyc","{'code': 'Performance', 'polarity': 'P+'}",NA,""
"1525",25,"2021-12-02T18:34:16.000Z","RT @disruptores_inn: 🥇ENTREGAMOS LOS PREMIOS @disruptores_inn #InnovationAwardsDI. Turno para el mejor CIO del año. Y el galardonado es… Va…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
"1526",26,"2021-12-02T18:34:09.000Z","🥇ENTREGAMOS LOS PREMIOS @disruptores_inn #InnovationAwardsDI. Turno para el mejor CIO del año. Y el galardonado es… Valero Marín de @Repsol

🥳🥳 https://t.co/1KRcL17tRo","{}",NA,""
"1527",27,"2021-12-02T18:31:46.000Z","@Repsol  y la @uclm_es  premian a los mejores alumnos https://t.co/mvTsPb2cYp a través de @LaTribunaCR","{'code': 'Leadership', 'polarity': 'P+'}",NA,""
"1528",28,"2021-12-02T18:31:04.000Z","RT @Repsol: #SomosFuturo es un proyecto para inspirar a los jóvenes a ser los protagonistas del futuro. Queremos impulsar su talento y desp…","{}",NA,""
"1529",29,"2021-12-02T18:12:41.000Z","@Repsol así os la gastáis, vosotros mismos no cumplís el contrato que tenenos, os he pedido ayuda muchas veces a lo largo del año y ni puto caso, si en algún momento creéis que sois una empresa con algo de ética, me solventais el problema, cosa que viendo la trayectoria, dudo https://t.co/mlTkXaE6fC","{'code': 'Governance', 'polarity': 'NEU'}",NA,"2"
"1530",30,"2021-12-02T18:10:32.000Z","@fapasa2 @Repsol En serio?? https://t.co/U6bSvCsdVX","{}",NA,""
"1531",31,"2021-12-02T18:06:29.000Z","@Rochanivet @Repsol Lo van a revisar igual que el mio, que no me responden y me han cobrado 6 facturas de golpe.","{}",NA,""
"1532",32,"2021-12-02T18:02:11.000Z","It’s great to see our partnership with @Repsol progress with new products to reduce #energy consumption in their industrial assets and a new #IoT platform to support #bigdata and #analytics.

https://t.co/jKuApS6Tmx","{'code': 'ProductsServices', 'polarity': 'P'}",NA,"4"
"1533",33,"2021-12-02T17:42:43.000Z","Estoy en Repsol @Repsol y me contáis que seguiré con Repsol de distribuidora. Mentira porque Repsol es la comercializadora.","{}",NA,""
"1534",34,"2021-12-02T17:35:19.000Z","RT @Repsol: ¿Sabes cada cuánto hay que cambiar el líquido de frenos? 💧🛵 ¿Y sabrías si es diferente cuando son motos de competición? 🏍🏁 Desc…","{}",NA,""
"1535",35,"2021-12-02T17:31:20.000Z","RT @Repsol: ¡Tu moto ya cuenta con un lubricante a la altura de las mejores! Una gama campeona en competiciones oficiales con la máxima cal…","{}",NA,""
"1536",36,"2021-12-02T17:08:08.000Z","@Repsol Habéis pensado alguna vez en dejar de mentir tan descaradamente? Porque solo sois unos ladrones... Ah no, que tú solo eres un comuniti de mierda que cobra por poner tuits de una empresa que merece ser nacionalizada.... O destruida...","{}",NA,""
"1537",37,"2021-12-02T17:00:01.000Z",".@Repsol retoma la venta del 25% de su filial de renovables entre clientes institucionales, según apunta Cinco Días. La valoración de la filial ronda los 4.000 M€ en las estimaciones más optimistas https://t.co/S6UT15n9Da https://t.co/zM5h9gPnWN","{'code': 'Citizenship', 'polarity': 'NONE'}",NA,"3"
"1538",38,"2021-12-02T16:54:30.000Z","@Repsol @AdriaSanchezTT Buenas tardes Adrià. Sentimos mucho lo ocurrido. Por favor, escríbenos por privado para poder ayudarte. Necesitamos una serie de datos que es preferible que nos los facilites por privado. Un saludo.","{}",NA,""
"1539",39,"2021-12-02T16:20:24.000Z","▶Juan José Casado, Data &amp; Analytics Director, @Repsol .  
▶Alberto del Sol, Director de Marketing e Innovación, @VodafoneEmpresa . 
▶Carlos Montesano, Responsable de I+D, @EsAirbus Espacio España
▶ Únete LIVE en https://t.co/TM8M2g91wM","{}",NA,""
"1540",40,"2021-12-02T15:36:20.000Z","RT @_Herce: @Pensumo @CocaColaEP_es @Repsol @ABBDigital Gran proeza amigos de Pensumo. Vuestro prestigio institucional aumenta merecidament…","{'code': 'Leadership', 'polarity': 'P'}",NA,"4"
